gmina_code,gmina_name,powiat_code,gmina_type,population,lat,lon
2427003,śląskie powiat 27 gmina 03,2427,miejska,36574,50.56206,19.07481
2427004,śląskie powiat 27 gmina 04,2427,wiejska,48673,50.55231,19.12318
2428001,śląskie powiat 28 gmina 01,2428,miejska,33123,50.94836,19.80175
2428002,śląskie powiat 28 gmina 02,2428,wiejska,32973,50.58005,19.89358
2428003,śląskie powiat 28 gmina 03,2428,miejska,5299,50.93971,19.91916
2428004,śląskie powiat 28 gmina 04,2428,wiejska,39541,50.98153,19.68004
2429001,śląskie powiat 29 gmina 01,2429,miejsko-wiejska,6700,49.55689,19.56307
2429002,śląskie powiat 29 gmina 02,2429,wiejska,2612,49.61758,19.77349
2429003,śląskie powiat 29 gmina 03,2429,miejsko-wiejska,9190,49.69562,19.45092
2429004,śląskie powiat 29 gmina 04,2429,wiejska,13393,49.50996,19.47954
2430001,śląskie powiat 30 gmina 01,2430,wiejska,3546,49.89947,18.36556
2430002,śląskie powiat 30 gmina 02,2430,wiejska,900,49.90061,18.36218
2430003,śląskie powiat 30 gmina 03,2430,miejsko-wiejska,19002,50.09975,18.73032
2430004,śląskie powiat 30 gmina 04,2430,wiejska,24432,49.83568,18.76285
2431001,śląskie powiat 31 gmina 01,2431,wiejska,16975,49.61307,19.56813
2431002,śląskie powiat 31 gmina 02,2431,wiejska,13799,49.51085,19.64029
2431003,śląskie powiat 31 gmina 03,2431,wiejska,19266,49.31784,19.62306
2431004,śląskie powiat 31 gmina 04,2431,miejska,10024,49.49331,19.56689
2432001,śląskie powiat 32 gmina 01,2432,wiejska,15135,50.27801,18.68577
2432002,śląskie powiat 32 gmina 02,2432,wiejska,30756,49.93286,18.29708
2432003,śląskie powiat 32 gmina 03,2432,miejsko-wiejska,2401,50.02735,18.57998
2432004,śląskie powiat 32 gmina 04,2432,miejska,14604,50.01024,18.63205
2433001,śląskie powiat 33 gmina 01,2433,wiejska,21399,50.01432,18.83404
2433002,śląskie powiat 33 gmina 02,2433,wiejska,24550,49.802,18.89277
2433003,śląskie powiat 33 gmina 03,2433,wiejska,13353,49.6883,18.99009
2433004,śląskie powiat 33 gmina 04,2433,wiejska,7672,49.62197,19.0281
2434001,śląskie powiat 34 gmina 01,2434,wiejska,4550,49.88422,19.43009
2434002,śląskie powiat 34 gmina 02,2434,wiejska,48789,50.26313,19.46304
2434003,śląskie powiat 34 gmina 03,2434,wiejska,32791,49.98925,19.20241
2434004,śląskie powiat 34 gmina 04,2434,wiejska,37269,49.89997,19.56298
2435001,śląskie powiat 35 gmina 01,2435,wiejska,11401,49.60291,18.29153
2435002,śląskie powiat 35 gmina 02,2435,miejska,7311,49.57151,18.71647
2435003,śląskie powiat 35 gmina 03,2435,wiejska,6574,49.47,18.72068
2435004,śląskie powiat 35 gmina 04,2435,miejsko-wiejska,8920,49.53993,18.44307
2436001,śląskie powiat 36 gmina 01,2436,miejska,14703,50.73342,18.71576
2436002,śląskie powiat 36 gmina 02,2436,miejsko-wiejska,12752,50.70038,18.68287
2436003,śląskie powiat 36 gmina 03,2436,wiejska,7630,50.61355,18.74747
2436004,śląskie powiat 36 gmina 04,2436,miejsko-wiejska,18220,50.54454,18.69214
2601001,świętokrzyskie powiat 01 gmina 01,2601,wiejska,11133,50.35574,20.86837
2601002,świętokrzyskie powiat 01 gmina 02,2601,miejsko-wiejska,14068,50.54467,20.9589
2601003,świętokrzyskie powiat 01 gmina 03,2601,wiejska,900,50.60881,20.98351
2601004,świętokrzyskie powiat 01 gmina 04,2601,miejsko-wiejska,900,50.68293,21.22897
2601005,świętokrzyskie powiat 01 gmina 05,2601,wiejska,3471,50.35153,21.07684
2601006,świętokrzyskie powiat 01 gmina 06,2601,miejska,11247,50.63661,21.19899
2601007,świętokrzyskie powiat 01 gmina 07,2601,miejska,7012,50.50126,21.04675
2601008,świętokrzyskie powiat 01 gmina 08,2601,wiejska,13138,50.40392,20.99105
2602001,świętokrzyskie powiat 02 gmina 01,2602,miejska,23500,50.62702,20.29008
2602002,świętokrzyskie powiat 02 gmina 02,2602,wiejska,7664,50.72266,20.44445
2602003,świętokrzyskie powiat 02 gmina 03,2602,wiejska,11178,50.86708,20.08682
2602004,świętokrzyskie powiat 02 gmina 04,2602,miejsko-wiejska,15248,50.928,20.19985
2602005,świętokrzyskie powiat 02 gmina 05,2602,wiejska,15442,50.89083,20.26595
2602006,świętokrzyskie powiat 02 gmina 06,2602,wiejska,6698,50.5478,20.15096
2602007,świętokrzyskie powiat 02 gmina 07,2602,wiejska,2575,50.90032,20.44429
2602008,świętokrzyskie powiat 02 gmina 08,2602,miejsko-wiejska,23540,50.97781,20.18988
2603001,świętokrzyskie powiat 03 gmina 01,2603,miejsko-wiejska,9944,50.049,20.53505
2603002,świętokrzyskie powiat 03 gmina 02,2603,miejsko-wiejska,2187,50.02093,20.53146
2603003,świętokrzyskie powiat 03 gmina 03,2603,wiejska,6026,50.04067,20.64934
2603004,świętokrzyskie powiat 03 gmina 04,2603,wiejska,8820,50.31675,20.47337
2603005,świętokrzyskie powiat 03 gmina 05,2603,wiejska,7620,50.30931,20.62243
2603006,świętokrzyskie powiat 03 gmina 06,2603,miejska,13911,50.38166,20.34116
2603007,świętokrzyskie powiat 03 gmina 07,2603,wiejska,15208,50.1567,20.52821
2603008,świętokrzyskie powiat 03 gmina 08,2603,wiejska,9273,50.36929,20.28616
2604001,świętokrzyskie powiat 04 gmina 01,2604,wiejska,8260,50.23426,20.16817
2604002,świętokrzyskie powiat 04 gmina 02,2604,wiejska,7843,50.01311,20.50581
2604003,świętokrzyskie powiat 04 gmina 03,2604,miejsko-wiejska,16115,50.14321,20.21864
2604004,świętokrzyskie powiat 04 gmina 04,2604,miejsko-wiejska,900,50.1977,20.23171
2604005,świętokrzyskie powiat 04 gmina 05,2604,wiejska,19934,50.1837,20.39162
2604006,świętokrzyskie powiat 04 gmina 06,2604,wiejska,18307,50.16982,20.15784
2604007,świętokrzyskie powiat 04 gmina 07,2604,wiejska,3719,50.30126,20.15155
2604008,świętokrzyskie powiat 04 gmina 08,2604,miejska,24366,50.07958,20.32679
2605001,świętokrzyskie powiat 05 gmina 01,2605,miejska,11668,50.42065,20.09225
2605002,świętokrzyskie powiat 05 gmina 02,2605,miejsko-wiejska,7116,50.52626,20.06984
2605003,świętokrzyskie powiat 05 gmina 03,2605,miejska,4073,50.46739,19.67465
2605004,świętokrzyskie powiat 05 gmina 04,2605,miejsko-wiejska,10030,50.40212,20.09959
2605005,świętokrzyskie powiat 05 gmina 05,2605,wiejska,22690,50.6012,19.94035
2605006,świętokrzyskie powiat 05 gmina 06,2605,miejska,26902,50.79598,19.75504
2605007,świętokrzyskie powiat 05 gmina 07,2605,miejska,17780,50.39842,19.89536
2606001,świętokrzyskie powiat 06 gmina 01,2606,wiejska,8721,50.2551,20.37303
2606002,świętokrzyskie powiat 06 gmina 02,2606,wiejska,900,50.47985,20.64244
2606003,świętokrzyskie powiat 06 gmina 03,2606,wiejska,12942,50.313,20.47157
2606004,świętokrzyskie powiat 06 gmina 04,2606,wiejska,7665,50.48753,20.44706
2606005,świętokrzyskie powiat 06 gmina 05,2606,miejsko-wiejska,13585,50.23574,20.53122
2606006,świętokrzyskie powiat 06 gmina 06,2606,wiejska,11669,50.28332,20.40175
2606007,świętokrzyskie powiat 06 gmina 07,2606,wiejska,5531,50.50904,20.64857
2607001,świętokrzyskie powiat 07 gmina 01,2607,wiejska,10108,51.49386,19.95315
2607002,świętokrzyskie powiat 07 gmina 02,2607,wiejska,1934,51.37261,19.95561
2607003,świętokrzyskie powiat 07 gmina 03,2607,miejska,8191,51.26994,20.0451
2607004,świętokrzyskie powiat 07 gmina 04,2607,wiejska,8623,51.3304,20.02493
2607005,świętokrzyskie powiat 07 gmina 05,2607,miejsko-wiejska,6956,51.46914,20.05055
2607006,świętokrzyskie powiat 07 gmina 06,2607,miejsko-wiejska,8489,51.18456,19.90869
2607007,świętokrzyskie powiat 07 gmina 07,2607,wiejska,2257,51.26281,19.79867
2608001,świętokrzyskie powiat 08 gmina 01,2608,miejska,35124,50.01336,19.82689
2608002,świętokrzyskie powiat 08 gmina 02,2608,miejsko-wiejska,32522,50.10425,19.89148
2608003,świętokrzyskie powiat 08 gmina 03,2608,wiejska,11260,50.12921,19.9515
2608004,świętokrzyskie powiat 08 gmina 04,2608,wiejska,37738,50.00483,19.80905
2608005,świętokrzyskie powiat 08 gmina 05,2608,wiejska,4591,49.99247,20.07948
2608006,świętokrzyskie powiat 08 gmina 06,2608,wiejska,27250,50.29228,19.82653
2608007,świętokrzyskie powiat 08 gmina 07,2608,wiejska,40456,50.17896,20.12242
2609001,świętokrzyskie powiat 09 gmina 01,2609,wiejska,3646,50.8108,20.79815
2609002,świętokrzyskie powiat 09 gmina 02,2609,miejsko-wiejska,12734,50.88162,21.00606
2609003,świętokrzyskie powiat 09 gmina 03,2609,wiejska,11128,51.1909,21.12397
2609004,świętokrzyskie powiat 09 gmina 04,2609,miejska,4234,51.15036,21.12679
2609005,świętokrzyskie powiat 09 gmina 05,2609,miejska,10964,51.0399,20.75341
2609006,świętokrzyskie powiat 09 gmina 06,2609,wiejska,971,50.87706,21.05447
2609007,świętokrzyskie powiat 09 gmina 07,2609,wiejska,2474,51.00104,20.86065
2610001,świętokrzyskie powiat 10 gmina 01,2610,miejsko-wiejska,14032,50.26888,20.0633
2610002,świętokrzyskie powiat 10 gmina 02,2610,wiejska,10613,50.12228,19.8544
2610003,świętokrzyskie powiat 10 gmina 03,2610,wiejska,9298,50.07343,19.73614
2610004,świętokrzyskie powiat 10 gmina 04,2610,miejska,13087,50.3714,19.88158
2610005,świętokrzyskie powiat 10 gmina 05,2610,miejsko-wiejska,19552,50.23117,20.08715
2610006,świętokrzyskie powiat 10 gmina 06,2610,wiejska,9551,50.47987,20.07181
2610007,świętokrzyskie powiat 10 gmina 07,2610,wiejska,6515,50.4856,19.7229
2611001,świętokrzyskie powiat 11 gmina 01,2611,wiejska,22634,51.41375,21.39574
2611002,świętokrzyskie powiat 11 gmina 02,2611,miejsko-wiejska,25113,51.34685,21.09382
2611003,świętokrzyskie powiat 11 gmina 03,2611,miejsko-wiejska,8978,51.47548,21.42888
2611004,świętokrzyskie powiat 11 gmina 04,2611,wiejska,26101,51.19798,21.27039
2611005,świętokrzyskie powiat 11 gmina 05,2611,wiejska,18657,51.4351,21.46784
2611006,świętokrzyskie powiat 11 gmina 06,2611,miejska,11502,51.26022,21.16859
2611007,świętokrzyskie powiat 11 gmina 07,2611,wiejska,18921,51.38989,21.42231
2612001,świętokrzyskie powiat 12 gmina 01,2612,miejska,4863,51.19716,20.45115
2612002,świętokrzyskie powiat 12 gmina 02,2612,miejsko-wiejska,8868,51.16861,20.11867
2612003,świętokrzyskie powiat 12 gmina 03,2612,wiejska,10067,51.25464,20.2834
2612004,świętokrzyskie powiat 12 gmina 04,2612,wiejska,5434,51.54055,20.35818
2612005,świętokrzyskie powiat 12 gmina 05,2612,wiejska,8803,51.38482,20.42579
2612006,świętokrzyskie powiat 12 gmina 06,2612,miejsko-wiejska,900,51.32283,20.4526
2612007,świętokrzyskie powiat 12 gmina 07,2612,miejska,7342,51.24553,20.14582
2613001,świętokrzyskie powiat 13 gmina 01,2613,wiejska,16723,50.49665,20.5506
2613002,świętokrzyskie powiat 13 gmina 02,2613,miejsko-wiejska,19015,50.68932,20.27372
2613003,świętokrzyskie powiat 13 gmina 03,2613,wiejska,5471,50.4438,20.18045
2613004,świętokrzyskie powiat 13 gmina 04,2613,wiejska,11047,50.76936,20.20486
2613005,świętokrzyskie powiat 13 gmina 05,2613,wiejska,14020,50.42778,20.38883
2613006,świętokrzyskie powiat 13 gmina 06,2613,wiejska,11224,50.40455,20.45326
2613007,świętokrzyskie powiat 13 gmina 07,2613,wiejska,3945,50.54745,20.29723
2614001,świętokrzyskie powiat 14 gmina 01,2614,wiejska,9943,50.36549,20.61509
2614002,świętokrzyskie powiat 14 gmina 02,2614,wiejska,19006,50.43269,20.84627
2614003,świętokrzyskie powiat 14 gmina 03,2614,miejska,17400,50.26542,20.45329
2614004,świętokrzyskie powiat 14 gmina 04,2614,wiejska,13076,50.24794,20.69722
2614005,świętokrzyskie powiat 14 gmina 05,2614,wiejska,19350,50.47123,20.81131
2614006,świętokrzyskie powiat 14 gmina 06,2614,wiejska,13473,50.23881,20.77004
2614007,świętokrzyskie powiat 14 gmina 07,2614,wiejska,29181,50.47121,20.46579
2801001,warmińsko powiat 01 gmina 01,2801,wiejska,16752,53.64067,20.81094
2801002,warmińsko powiat 01 gmina 02,2801,wiejska,9390,53.47111,20.63173
2801003,warmińsko powiat 01 gmina 03,2801,miejska,5926,53.7284,20.66358
2801004,warmińsko powiat 01 gmina 04,2801,miejska,13359,53.41057,20.71726
2801005,warmińsko powiat 01 gmina 05,2801,wiejska,21669,53.63131,20.97653
2801006,warmińsko powiat 01 gmina 06,2801,miejska,10519,53.54732,20.71007
2802001,warmińsko powiat 02 gmina 01,2802,miejsko-wiejska,15047,54.39129,20.1141
2802002,warmińsko powiat 02 gmina 02,2802,miejska,4279,54.10457,19.929
2802003,warmińsko powiat 02 gmina 03,2802,wiejska,9176,54.16498,20.18842
2802004,warmińsko powiat 02 gmina 04,2802,wiejska,900,54.14419,20.07856
2802005,warmińsko powiat 02 gmina 05,2802,wiejska,19652,54.03693,20.01966
2802006,warmińsko powiat 02 gmina 06,2802,wiejska,4026,54.40802,20.26145
2803001,warmińsko powiat 03 gmina 01,2803,wiejska,29841,53.99833,20.79511
2803002,warmińsko powiat 03 gmina 02,2803,miejska,13866,54.32548,20.78348
2803003,warmińsko powiat 03 gmina 03,2803,wiejska,17679,54.16777,20.60088
2803004,warmińsko powiat 03 gmina 04,2803,miejsko-wiejska,10405,54.27624,20.57865
2803005,warmińsko powiat 03 gmina 05,2803,miejsko-wiejska,5264,54.22976,20.91816
2803006,warmińsko powiat 03 gmina 06,2803,wiejska,900,54.1464,20.91501
2804001,warmińsko powiat 04 gmina 01,2804,miejsko-wiejska,5215,54.08441,20.55007
2804002,warmińsko powiat 04 gmina 02,2804,miejska,13603,54.40501,20.38738
2804003,warmińsko powiat 04 gmina 03,2804,wiejska,4057,54.1965,20.40232
2804004,warmińsko powiat 04 gmina 04,2804,wiejska,12399,54.39366,20.59991
2804005,warmińsko powiat 04 gmina 05,2804,wiejska,6633,54.39424,20.47081
2804006,warmińsko powiat 04 gmina 06,2804,wiejska,10520,54.39301,20.52575
2805001,warmińsko powiat 05 gmina 01,2805,miejsko-wiejska,4620,54.32823,20.48367
2805002,warmińsko powiat 05 gmina 02,2805,miejska,4022,54.31916,20.61779
2805003,warmińsko powiat 05 gmina 03,2805,wiejska,5713,54.32919,20.54618
2805004,warmińsko powiat 05 gmina 04,2805,miejsko-wiejska,3963,54.34873,20.48148
2805005,warmińsko powiat 05 gmina 05,2805,miejska,5529,54.48737,20.69515
2805006,warmińsko powiat 05 gmina 06,2805,wiejska,4900,54.63283,20.4434
2806001,warmińsko powiat 06 gmina 01,2806,wiejska,2901,53.7807,20.90277
2806002,warmińsko powiat 06 gmina 02,2806,miejsko-wiejska,15346,54.02548,20.9924
2806003,warmińsko powiat 06 gmina 03,2806,wiejska,5993,53.78836,20.92142
2806004,warmińsko powiat 06 gmina 04,2806,wiejska,14128,54.04391,20.94836
2806005,warmińsko powiat 06 gmina 05,2806,miejska,4450,54.04584,20.89425
2806006,warmińsko powiat 06 gmina 06,2806,wiejska,6948,53.78284,21.0558
2807001,warmińsko powiat 07 gmina 01,2807,miejsko-wiejska,5849,53.71188,20.12976
2807002,warmińsko powiat 07 gmina 02,2807,miejsko-wiejska,9304,53.66615,20.10216
2807003,warmińsko powiat 07 gmina 03,2807,wiejska,3924,53.78525,20.17042
2807004,warmińsko powiat 07 gmina 04,2807,miejsko-wiejska,10663,53.48389,20.21025
2807005,warmińsko powiat 07 gmina 05,2807,wiejska,7120,53.65691,20.29691
2807006,warmińsko powiat 07 gmina 06,2807,wiejska,11694,53.69708,20.02033
2808001,warmińsko powiat 08 gmina 01,2808,wiejska,4458,53.14151,20.40018
2808002,warmińsko powiat 08 gmina 02,2808,miejsko-wiejska,11367,52.89528,20.6264
2808003,warmińsko powiat 08 gmina 03,2808,miejska,11671,53.09516,20.29502
2808004,warmińsko powiat 08 gmina 04,2808,wiejska,2150,53.03939,20.31397
2808005,warmińsko powiat 08 gmina 05,2808,miejska,7863,53.10451,20.41689
2808006,warmińsko powiat 08 gmina 06,2808,wiejska,1059,53.21798,20.29444
2809001,warmińsko powiat 09 gmina 01,2809,wiejska,15022,54.11937,19.95099
2809002,warmińsko powiat 09 gmina 02,2809,wiejska,24450,54.43093,19.75759
2809003,warmińsko powiat 09 gmina 03,2809,wiejska,11682,54.49117,19.62804
2809004,warmińsko powiat 09 gmina 04,2809,miejska,9628,54.05596,19.89087
2809005,warmińsko powiat 09 gmina 05,2809,wiejska,17240,54.09856,19.71509
2809006,warmińsko powiat 09 gmina 06,2809,wiejska,5925,54.08043,19.6788
2810001,warmińsko powiat 10 gmina 01,2810,miejsko-wiejska,900,54.52373,20.79353
2810002,warmińsko powiat 10 gmina 02,2810,wiejska,4052,54.39112,20.81071
2810003,warmińsko powiat 10 gmina 03,2810,wiejska,8007,54.28158,20.71254
2810004,warmińsko powiat 10 gmina 04,2810,wiejska,1322,54.16648,20.75894
2810005,warmińsko powiat 10 gmina 05,2810,wiejska,9784,54.30085,20.56023
2810006,warmińsko powiat 10 gmina 06,2810,wiejska,4883,54.38513,20.60473
2811001,warmińsko powiat 11 gmina 01,2811,wiejska,15540,54.04336,21.03735
2811002,warmińsko powiat 11 gmina 02,2811,wiejska,10577,54.24438,20.85877
2811003,warmińsko powiat 11 gmina 03,2811,wiejska,21162,54.27998,21.24694
2811004,warmińsko powiat 11 gmina 04,2811,wiejska,12705,54.41976,21.0598
2811005,warmińsko powiat 11 gmina 05,2811,wiejska,13553,54.11797,21.28589
2811006,warmińsko powiat 11 gmina 06,2811,wiejska,4344,54.14962,21.16466
2812001,warmińsko powiat 12 gmina 01,2812,wiejska,7184,54.05074,20.77646
2812002,warmińsko powiat 12 gmina 02,2812,wiejska,3831,54.3378,20.83401
2812003,warmińsko powiat 12 gmina 03,2812,wiejska,13810,54.35867,20.62115
2812004,warmińsko powiat 12 gmina 04,2812,wiejska,4623,54.18879,20.69543
2812005,warmińsko powiat 12 gmina 05,2812,miejsko-wiejska,5575,54.27658,20.89592
2813001,warmińsko powiat 13 gmina 01,2813,wiejska,12496,53.0438,20.08564
2813002,warmińsko powiat 13 gmina 02,2813,miejska,15837,53.1729,19.84301
2813003,warmińsko powiat 13 gmina 03,2813,miejsko-wiejska,9521,52.94369,19.71209
2813004,warmińsko powiat 13 gmina 04,2813,miejsko-wiejska,17615,53.11083,19.99971
2813005,warmińsko powiat 13 gmina 05,2813,miejska,1522,53.00532,20.06126
2814001,warmińsko powiat 14 gmina 01,2814,wiejska,13190,53.71625,20.91413
2814002,warmińsko powiat 14 gmina 02,2814,miejska,9987,53.37393,20.95416
2814003,warmińsko powiat 14 gmina 03,2814,miejsko-wiejska,11046,53.65943,20.84844
2814004,warmińsko powiat 14 gmina 04,2814,miejsko-wiejska,5789,53.631,20.74773
2814005,warmińsko powiat 14 gmina 05,2814,wiejska,4231,53.57602,20.66945
2815001,warmińsko powiat 15 gmina 01,2815,miejsko-wiejska,11375,53.55356,20.24055
2815002,warmińsko powiat 15 gmina 02,2815,wiejska,3874,53.82086,20.25384
2815003,warmińsko powiat 15 gmina 03,2815,miejsko-wiejska,3569,53.5546,20.52563
2815004,warmińsko powiat 15 gmina 04,2815,wiejska,12843,53.62325,20.34876
2815005,warmińsko powiat 15 gmina 05,2815,wiejska,11182,53.78623,20.57006
2816001,warmińsko powiat 16 gmina 01,2816,wiejska,4157,53.26484,20.43564
2816002,warmińsko powiat 16 gmina 02,2816,miejska,9761,53.31865,20.31521
2816003,warmińsko powiat 16 gmina 03,2816,wiejska,10864,53.07607,20.25749
2816004,warmińsko powiat 16 gmina 04,2816,miejska,9869,53.39077,20.2006
2816005,warmińsko powiat 16 gmina 05,2816,wiejska,10979,53.14797,20.33404
2817001,warmińsko powiat 17 gmina 01,2817,wiejska,30949,54.11103,20.80455
2817002,warmińsko powiat 17 gmina 02,2817,miejsko-wiejska,21968,53.73513,21.07739
2817003,warmińsko powiat 17 gmina 03,2817,wiejska,17588,54.08064,21.10394
2817004,warmińsko powiat 17 gmina 04,2817,wiejska,19670,53.88089,20.71887
2817005,warmińsko powiat 17 gmina 05,2817,miejska,18591,54.10888,20.80968
2818001,warmińsko powiat 18 gmina 01,2818,wiejska,8719,53.05601,19.76665
2818002,warmińsko powiat 18 gmina 02,2818,miejsko-wiejska,5774,53.14799,19.97476
2818003,warmińsko powiat 18 gmina 03,2818,wiejska,19243,53.19914,20.0383
2818004,warmińsko powiat 18 gmina 04,2818,miejsko-wiejska,13782,53.30517,19.96122
2818005,warmińsko powiat 18 gmina 05,2818,miejsko-wiejska,2919,52.92283,20.08352
2819001,warmińsko powiat 19 gmina 01,2819,miejsko-wiejska,3845,53.82871,21.11224
2819002,warmińsko powiat 19 gmina 02,2819,miejska,1115,53.91227,20.88798
2819003,warmińsko powiat 19 gmina 03,2819,miejsko-wiejska,6890,53.98312,21.00311
2819004,warmińsko powiat 19 gmina 04,2819,miejska,8311,54.22069,20.87905
2819005,warmińsko powiat 19 gmina 05,2819,wiejska,900,54.02829,21.24814
2820001,warmińsko powiat 20 gmina 01,2820,miejska,12685,53.63313,20.62731
2820002,warmińsko powiat 20 gmina 02,2820,miejska,1222,53.49752,20.57202
2820003,warmińsko powiat 20 gmina 03,2820,miejsko-wiejska,8647,53.50114,20.77895
2820004,warmińsko powiat 20 gmina 04,2820,wiejska,14949,53.50051,20.4097
2820005,warmińsko powiat 20 gmina 05,2820,wiejska,20872,53.56743,20.48415
2821001,warmińsko powiat 21 gmina 01,2821,miejska,4015,54.10606,20.53405
2821002,warmińsko powiat 21 gmina 02,2821,miejska,15231,54.17284,20.45559
2821003,warmińsko powiat 21 gmina 03,2821,wiejska,15299,53.87536,20.25189
2821004,warmińsko powiat 21 gmina 04,2821,wiejska,8534,53.96359,20.2267
2821005,warmińsko powiat 21 gmina 05,2821,wiejska,12593,53.88991,20.20813
3001001,wielkopolskie powiat 01 gmina 01,3001,wiejska,10771,53.06117,16.74307
3001002,wielkopolskie powiat 01 gmina 02,3001,miejsko-wiejska,6288,53.15718,16.8338
3001003,wielkopolskie powiat 01 gmina 03,3001,wiejska,7164,52.97218,16.70717
3001004,wielkopolskie powiat 01 gmina 04,3001,miejsko-wiejska,15086,53.06492,16.44333
3001005,wielkopolskie powiat 01 gmina 05,3001,wiejska,8678,53.15382,16.69319
3001006,wielkopolskie powiat 01 gmina 06,3001,wiejska,10366,53.27281,16.52101
3001007,wielkopolskie powiat 01 gmina 07,3001,miejsko-wiejska,15996,52.93614,16.58342
3002001,wielkopolskie powiat 02 gmina 01,3002,wiejska,46132,52.74884,17.4846
3002002,wielkopolskie powiat 02 gmina 02,3002,miejska,18414,52.49183,17.41816
3002003,wielkopolskie powiat 02 gmina 03,3002,wiejska,32046,52.80553,17.23582
3002004,wielkopolskie powiat 02 gmina 04,3002,miejsko-wiejska,17774,52.70986,17.4166
3002005,wielkopolskie powiat 02 gmina 05,3002,wiejska,22855,52.53209,17.27979
3002006,wielkopolskie powiat 02 gmina 06,3002,wiejska,18889,52.46456,17.33291
3002007,wielkopolskie powiat 02 gmina 07,3002,miejsko-wiejska,22708,52.70942,17.59163
3003001,wielkopolskie powiat 03 gmina 01,3003,wiejska,11359,52.8638,17.1013
3003002,wielkopolskie powiat 03 gmina 02,3003,wiejska,5188,52.82939,16.93578
3003003,wielkopolskie powiat 03 gmina 03,3003,miejska,16050,52.78538,17.06837
3003004,wielkopolskie powiat 03 gmina 04,3003,miejsko-wiejska,15152,52.78189,17.0431
3003005,wielkopolskie powiat 03 gmina 05,3003,wiejska,3973,52.87723,16.94873
3003006,wielkopolskie powiat 03 gmina 06,3003,wiejska,7833,52.53604,16.91256
3003007,wielkopolskie powiat 03 gmina 07,3003,miejska,15960,52.87137,16.80281
3004001,wielkopolskie powiat 04 gmina 01,3004,wiejska,900,52.01794,16.33556
3004002,wielkopolskie powiat 04 gmina 02,3004,wiejska,4524,52.12881,16.39921
3004003,wielkopolskie powiat 04 gmina 03,3004,wiejska,16724,52.32457,16.5821
3004004,wielkopolskie powiat 04 gmina 04,3004,wiejska,9776,52.03499,16.4757
3004005,wielkopolskie powiat 04 gmina 05,3004,wiejska,13800,52.1839,16.41915
3004006,wielkopolskie powiat 04 gmina 06,3004,miejsko-wiejska,10524,52.40529,16.43688
3004007,wielkopolskie powiat 04 gmina 07,3004,wiejska,12121,52.39339,16.34723
3005001,wielkopolskie powiat 05 gmina 01,3005,miejska,15366,52.99607,16.71279
3005002,wielkopolskie powiat 05 gmina 02,3005,wiejska,7828,53.24028,16.74059
3005003,wielkopolskie powiat 05 gmina 03,3005,miejska,16481,52.92254,16.95651
3005004,wielkopolskie powiat 05 gmina 04,3005,wiejska,16257,53.15905,17.06326
3005005,wielkopolskie powiat 05 gmina 05,3005,miejska,13212,52.87636,17.00025
3005006,wielkopolskie powiat 05 gmina 06,3005,miejsko-wiejska,8210,52.97118,16.9831
3005007,wielkopolskie powiat 05 gmina 07,3005,wiejska,12660,53.01337,17.00067
3006001,wielkopolskie powiat 06 gmina 01,3006,wiejska,20186,52.89832,16.33177
3006002,wielkopolskie powiat 06 gmina 02,3006,miejsko-wiejska,4714,52.84639,16.27031
3006003,wielkopolskie powiat 06 gmina 03,3006,wiejska,24112,53.08842,16.16986
3006004,wielkopolskie powiat 06 gmina 04,3006,wiejska,10517,53.04983,16.2543
3006005,wielkopolskie powiat 06 gmina 05,3006,miejska,7854,53.13138,16.38055
3006006,wielkopolskie powiat 06 gmina 06,3006,miejsko-wiejska,30356,52.72267,16.51625
3006007,wielkopolskie powiat 06 gmina 07,3006,miejsko-wiejska,19133,53.05858,16.33166
3007001,wielkopolskie powiat 07 gmina 01,3007,wiejska,23175,52.91268,17.53657
3007002,wielkopolskie powiat 07 gmina 02,3007,wiejska,38718,52.70342,17.60027
3007003,wielkopolskie powiat 07 gmina 03,3007,miejska,25821,53.12812,17.31524
3007004,wielkopolskie powiat 07 gmina 04,3007,wiejska,15616,52.91062,17.53347
3007005,wielkopolskie powiat 07 gmina 05,3007,miejsko-wiejska,15192,52.87304,17.60326
3007006,wielkopolskie powiat 07 gmina 06,3007,wiejska,18064,52.8969,17.51148
3007007,wielkopolskie powiat 07 gmina 07,3007,wiejska,18984,52.80752,17.64856
3008001,wielkopolskie powiat 08 gmina 01,3008,wiejska,22015,51.97073,16.67954
3008002,wielkopolskie powiat 08 gmina 02,3008,wiejska,13352,51.96217,16.57106
3008003,wielkopolskie powiat 08 gmina 03,3008,wiejska,900,51.7922,16.67515
3008004,wielkopolskie powiat 08 gmina 04,3008,wiejska,6492,52.03541,16.80775
3008005,wielkopolskie powiat 08 gmina 05,3008,miejska,18280,51.88348,16.88406
3008006,wielkopolskie powiat 08 gmina 06,3008,wiejska,11137,51.86952,16.86192
3008007,wielkopolskie powiat 08 gmina 07,3008,wiejska,12863,51.74749,16.64651
3009001,wielkopolskie powiat 09 gmina 01,3009,miejsko-wiejska,4100,52.71928,17.2971
3009002,wielkopolskie powiat 09 gmina 02,3009,miejsko-wiejska,9536,53.02338,17.50779
3009003,wielkopolskie powiat 09 gmina 03,3009,wiejska,900,52.69025,17.165
3009004,wielkopolskie powiat 09 gmina 04,3009,miejska,8413,53.01028,17.16747
